operation,person,type,FO,region,amount,month
Внесение,ЮЛ,Резидент,ЦФО,Тверская область,1900338,Июнь
Выдача,ЮЛ,Резидент,ЦФО,Тверская область,399974,Июнь
Внесение,ФЛ,Нерезидент,ЦФО,Тульская область,,Июнь
Выдача,ФЛ,Нерезидент,ЦФО,Тульская область,,Июнь
Внесение,ФЛ,Резидент,ЦФО,Тульская область,52307,Июнь
Выдача,ФЛ,Резидент,ЦФО,Тульская область,905010,Июнь
Внесение,ЮЛ,Резидент,ЦФО,Тульская область,541533,Июнь
Выдача,ЮЛ,Резидент,ЦФО,Тульская область,294590,Июнь
Внесение,ФЛ,Нерезидент,ЦФО,Ярославская область,,Июнь
Выдача,ФЛ,Нерезидент,ЦФО,Ярославская область,,Июнь
Внесение,ФЛ,Резидент,ЦФО,Ярославская область,39115,Июнь
Выдача,ФЛ,Резидент,ЦФО,Ярославская область,9311,Июнь
Внесение,ЮЛ,Резидент,ЦФО,Ярославская область,698066,Июнь
Выдача,ЮЛ,Резидент,ЦФО,Ярославская область,444389,Июнь
Внесение,ФЛ,Нерезидент,ЮФО,Республика Адыгея,,Июнь
Выдача,ФЛ,Нерезидент,ЮФО,Республика Адыгея,,Июнь
Внесение,ФЛ,Резидент,ЮФО,Республика Адыгея,2532,Июнь
Выдача,ФЛ,Резидент,ЮФО,Республика Адыгея,757896,Июнь
Внесение,ЮЛ,Резидент,ЮФО,Республика Адыгея,232801,Июнь
Выдача,ЮЛ,Резидент,ЮФО,Республика Адыгея,211750,Июнь
Внесение,ФЛ,Нерезидент,ЮФО,Астраханская область,,Июнь
Выдача,ФЛ,Нерезидент,ЮФО,Астраханская область,,Июнь
Внесение,ФЛ,Резидент,ЮФО,Астраханская область,23101,Июнь
Выдача,ФЛ,Резидент,ЮФО,Астраханская область,452571,Июнь
Внесение,ЮЛ,Резидент,ЮФО,Астраханская область,1969091,Июнь
Выдача,ЮЛ,Резидент,ЮФО,Астраханская область,326891,Июнь
Внесение,ФЛ,Нерезидент,ЮФО,Волгоградская область,,Июнь
Выдача,ФЛ,Нерезидент,ЮФО,Волгоградская область,,Июнь
Внесение,ФЛ,Резидент,ЮФО,Волгоградская область,7510,Июнь
Выдача,ФЛ,Резидент,ЮФО,Волгоградская область,385830,Июнь
Внесение,ЮЛ,Резидент,ЮФО,Волгоградская область,574656,Июнь
Выдача,ЮЛ,Резидент,ЮФО,Волгоградская область,12059,Июнь
Внесение,ФЛ,Нерезидент,ЮФО,Республика Калмыкия,,Июнь
Выдача,ФЛ,Нерезидент,ЮФО,Республика Калмыкия,,Июнь
Внесение,ФЛ,Резидент,ЮФО,Республика Калмыкия,47894,Июнь
Выдача,ФЛ,Резидент,ЮФО,Республика Калмыкия,105798,Июнь
Внесение,ЮЛ,Резидент,ЮФО,Республика Калмыкия,324324,Июнь
Выдача,ЮЛ,Резидент,ЮФО,Республика Калмыкия,482552,Июнь
Внесение,ФЛ,Нерезидент,ЮФО,Краснодарский край,,Июнь
Выдача,ФЛ,Нерезидент,ЮФО,Краснодарский край,,Июнь
Внесение,ФЛ,Резидент,ЮФО,Краснодарский край,883405,Июнь
Выдача,ФЛ,Резидент,ЮФО,Краснодарский край,7327876,Июнь
Внесение,ЮЛ,Резидент,ЮФО,Краснодарский край,605134,Июнь
Выдача,ЮЛ,Резидент,ЮФО,Краснодарский край,407104,Июнь
Внесение,ФЛ,Нерезидент,ЮФО,Ростовская область,,Июнь
Выдача,ФЛ,Нерезидент,ЮФО,Ростовская область,,Июнь
Внесение,ФЛ,Резидент,ЮФО,Ростовская область,66390,Июнь
Выдача,ФЛ,Резидент,ЮФО,Ростовская область,8962352,Июнь
Внесение,ЮЛ,Резидент,ЮФО,Ростовская область,76514,Июнь
Выдача,ЮЛ,Резидент,ЮФО,Ростовская область,803214,Июнь
Внесение,ФЛ,Нерезидент,ДФО,Амурская область,,Июль
Выдача,ФЛ,Нерезидент,ДФО,Амурская область,,Июль
Внесение,ФЛ,Резидент,ДФО,Амурская область,37652,Июль
Выдача,ФЛ,Резидент,ДФО,Амурская область,709416,Июль
Внесение,ЮЛ,Резидент,ДФО,Амурская область,16951,Июль
Выдача,ЮЛ,Резидент,ДФО,Амурская область,159383,Июль
Внесение,ФЛ,Нерезидент,ДФО,Еврейская автономная область,976187,Июль
Выдача,ФЛ,Нерезидент,ДФО,Еврейская автономная область,,Июль
Внесение,ФЛ,Резидент,ДФО,Еврейская автономная область,95419,Июль
Выдача,ФЛ,Резидент,ДФО,Еврейская автономная область,3113,Июль
Внесение,ЮЛ,Резидент,ДФО,Еврейская автономная область,72918,Июль
Выдача,ЮЛ,Резидент,ДФО,Еврейская автономная область,431619,Июль
Внесение,ФЛ,Нерезидент,ДФО,Камчатский край,,Июль
Выдача,ФЛ,Нерезидент,ДФО,Камчатский край,,Июль
Внесение,ФЛ,Резидент,ДФО,Камчатский край,30922,Июль
Выдача,ФЛ,Резидент,ДФО,Камчатский край,858134,Июль
Внесение,ЮЛ,Резидент,ДФО,Камчатский край,28756,Июль
Выдача,ЮЛ,Резидент,ДФО,Камчатский край,493655,Июль
Внесение,ФЛ,Нерезидент,ДФО,Магаданская область,,Июль
Выдача,ФЛ,Нерезидент,ДФО,Магаданская область,,Июль
Внесение,ФЛ,Резидент,ДФО,Магаданская область,2236,Июль
Выдача,ФЛ,Резидент,ДФО,Магаданская область,204996,Июль
Внесение,ЮЛ,Резидент,ДФО,Магаданская область,12933,Июль
Выдача,ЮЛ,Резидент,ДФО,Магаданская область,132673,Июль
Внесение,ФЛ,Нерезидент,ДФО,Приморский край,,Июль
Выдача,ФЛ,Нерезидент,ДФО,Приморский край,,Июль
Внесение,ФЛ,Резидент,ДФО,Приморский край,90181,Июль
Выдача,ФЛ,Резидент,ДФО,Приморский край,76383,Июль
Внесение,ЮЛ,Резидент,ДФО,Приморский край,69398,Июль
Выдача,ЮЛ,Резидент,ДФО,Приморский край,127692,Июль
Внесение,ФЛ,Нерезидент,ДФО,Республика Саха (Якутия),,Июль
Выдача,ФЛ,Нерезидент,ДФО,Республика Саха (Якутия),,Июль
Внесение,ФЛ,Резидент,ДФО,Республика Саха (Якутия),88010,Июль
Выдача,ФЛ,Резидент,ДФО,Республика Саха (Якутия),681754,Июль
Внесение,ЮЛ,Резидент,ДФО,Республика Саха (Якутия),35389,Июль
Выдача,ЮЛ,Резидент,ДФО,Республика Саха (Якутия),184233,Июль
Внесение,ФЛ,Нерезидент,ДФО,Сахалинская область,,Июль
Выдача,ФЛ,Нерезидент,ДФО,Сахалинская область,,Июль
Внесение,ФЛ,Резидент,ДФО,Сахалинская область,69154,Июль
Выдача,ФЛ,Резидент,ДФО,Сахалинская область,213754,Июль
Внесение,ЮЛ,Резидент,ДФО,Сахалинская область,43438,Июль
Выдача,ЮЛ,Резидент,ДФО,Сахалинская область,449066,Июль
Внесение,ФЛ,Нерезидент,ДФО,Хабаровский край,,Июль
Выдача,ФЛ,Нерезидент,ДФО,Хабаровский край,,Июль
Внесение,ФЛ,Резидент,ДФО,Хабаровский край,39589,Июль
Выдача,ФЛ,Резидент,ДФО,Хабаровский край,808092,Июль
Внесение,ЮЛ,Резидент,ДФО,Хабаровский край,23156,Июль
Выдача,ЮЛ,Резидент,ДФО,Хабаровский край,400123,Июль
Внесение,ФЛ,Нерезидент,ДФО,Чукотский авт.округ,,Июль
Выдача,ФЛ,Нерезидент,ДФО,Чукотский авт.округ,,Июль
Внесение,ФЛ,Резидент,ДФО,Чукотский авт.округ,57966,Июль
Выдача,ФЛ,Резидент,ДФО,Чукотский авт.округ,474918,Июль
Внесение,ЮЛ,Резидент,ДФО,Чукотский авт.округ,6079,Июль
Выдача,ЮЛ,Резидент,ДФО,Чукотский авт.округ,232762,Июль
Внесение,ФЛ,Нерезидент,ПФО,Республика Башкортостан,,Июль
Выдача,ФЛ,Нерезидент,ПФО,Республика Башкортостан,,Июль
Внесение,ФЛ,Резидент,ПФО,Республика Башкортостан,7141,Июль
Выдача,ФЛ,Резидент,ПФО,Республика Башкортостан,832407,Июль
Внесение,ЮЛ,Резидент,ПФО,Республика Башкортостан,60642,Июль
Выдача,ЮЛ,Резидент,ПФО,Республика Башкортостан,207874,Июль
Внесение,ФЛ,Нерезидент,ПФО,Кировская область,,Июль
Выдача,ФЛ,Нерезидент,ПФО,Кировская область,,Июль
Внесение,ФЛ,Резидент,ПФО,Кировская область,91853,Июль
Выдача,ФЛ,Резидент,ПФО,Кировская область,642223,Июль
Внесение,ЮЛ,Резидент,ПФО,Кировская область,1696076,Июль
Выдача,ЮЛ,Резидент,ПФО,Кировская область,347019,Июль
Внесение,ФЛ,Нерезидент,ПФО,Республика Марий Эл,,Июль
Выдача,ФЛ,Нерезидент,ПФО,Республика Марий Эл,,Июль
Внесение,ФЛ,Резидент,ПФО,Республика Марий Эл,19033,Июль
Выдача,ФЛ,Резидент,ПФО,Республика Марий Эл,471719,Июль
Внесение,ЮЛ,Резидент,ПФО,Республика Марий Эл,804128,Июль
Выдача,ЮЛ,Резидент,ПФО,Республика Марий Эл,118642,Июль
Внесение,ФЛ,Нерезидент,ПФО,Республика Мордовия,,Июль
Выдача,ФЛ,Нерезидент,ПФО,Республика Мордовия,,Июль
Внесение,ФЛ,Резидент,ПФО,Республика Мордовия,89590,Июль
Выдача,ФЛ,Резидент,ПФО,Республика Мордовия,289181,Июль
Внесение,ЮЛ,Резидент,ПФО,Республика Мордовия,745870,Июль
Выдача,ЮЛ,Резидент,ПФО,Республика Мордовия,487316,Июль
Внесение,ФЛ,Нерезидент,ПФО,Нижегородская область,,Июль
Выдача,ФЛ,Нерезидент,ПФО,Нижегородская область,,Июль
Внесение,ФЛ,Резидент,ПФО,Нижегородская область,935179,Июль
Выдача,ФЛ,Резидент,ПФО,Нижегородская область,4361069,Июль
Внесение,ЮЛ,Резидент,ПФО,Нижегородская область,291605,Июль
Выдача,ЮЛ,Резидент,ПФО,Нижегородская область,292595,Июль
Внесение,ФЛ,Нерезидент,ПФО,Оренбургская область,,Июль
Выдача,ФЛ,Нерезидент,ПФО,Оренбургская область,,Июль
Внесение,ФЛ,Резидент,ПФО,Оренбургская область,53767,Июль
Выдача,ФЛ,Резидент,ПФО,Оренбургская область,2144812,Июль
Внесение,ЮЛ,Резидент,ПФО,Оренбургская область,1697,Июль
Выдача,ЮЛ,Резидент,ПФО,Оренбургская область,1232836,Июль
Внесение,ФЛ,Нерезидент,ПФО,Пензенская область,85650,Июль
Выдача,ФЛ,Нерезидент,ПФО,Пензенская область,,Июль
Внесение,ФЛ,Резидент,ПФО,Пензенская область,27717,Июль
Выдача,ФЛ,Резидент,ПФО,Пензенская область,806060,Июль
Внесение,ЮЛ,Резидент,ПФО,Пензенская область,80741,Июль
Выдача,ЮЛ,Резидент,ПФО,Пензенская область,283751,Июль
Внесение,ФЛ,Нерезидент,ПФО,Пермский край,,Июль
Выдача,ФЛ,Нерезидент,ПФО,Пермский край,,Июль
Внесение,ФЛ,Резидент,ПФО,Пермский край,11605,Июль
Выдача,ФЛ,Резидент,ПФО,Пермский край,611570,Июль
Внесение,ЮЛ,Резидент,ПФО,Пермский край,23808,Июль
Выдача,ЮЛ,Резидент,ПФО,Пермский край,80728,Июль
Внесение,ФЛ,Нерезидент,ПФО,Самарская область,,Июль
Выдача,ФЛ,Нерезидент,ПФО,Самарская область,,Июль
Внесение,ФЛ,Резидент,ПФО,Самарская область,20509,Июль
Выдача,ФЛ,Резидент,ПФО,Самарская область,779008,Июль
Внесение,ЮЛ,Резидент,ПФО,Самарская область,86408,Июль
Выдача,ЮЛ,Резидент,ПФО,Самарская область,305665,Июль
Внесение,ФЛ,Нерезидент,ПФО,Саратовская область,,Июль
Выдача,ФЛ,Нерезидент,ПФО,Саратовская область,,Июль
Внесение,ФЛ,Резидент,ПФО,Саратовская область,77470,Июль
Выдача,ФЛ,Резидент,ПФО,Саратовская область,579514,Июль
Внесение,ЮЛ,Резидент,ПФО,Саратовская область,86909,Июль
Выдача,ЮЛ,Резидент,ПФО,Саратовская область,61581,Июль
Внесение,ФЛ,Нерезидент,ПФО,Республика Татарстан,,Июль
Выдача,ФЛ,Нерезидент,ПФО,Республика Татарстан,,Июль
Внесение,ФЛ,Резидент,ПФО,Республика Татарстан,76871,Июль
Выдача,ФЛ,Резидент,ПФО,Республика Татарстан,491161,Июль
Внесение,ЮЛ,Резидент,ПФО,Республика Татарстан,79472,Июль
Выдача,ЮЛ,Резидент,ПФО,Республика Татарстан,242637,Июль
Внесение,ФЛ,Нерезидент,ПФО,Удмуртская Республика,,Июль
Выдача,ФЛ,Нерезидент,ПФО,Удмуртская Республика,,Июль
Внесение,ФЛ,Резидент,ПФО,Удмуртская Республика,26687,Июль
Выдача,ФЛ,Резидент,ПФО,Удмуртская Республика,70485,Июль
Внесение,ЮЛ,Резидент,ПФО,Удмуртская Республика,59269,Июль
Выдача,ЮЛ,Резидент,ПФО,Удмуртская Республика,497107,Июль
Внесение,ФЛ,Нерезидент,ПФО,Ульяновская область,,Июль
Выдача,ФЛ,Нерезидент,ПФО,Ульяновская область,,Июль
Внесение,ФЛ,Резидент,ПФО,Ульяновская область,54337,Июль
Выдача,ФЛ,Резидент,ПФО,Ульяновская область,963936,Июль
Внесение,ЮЛ,Резидент,ПФО,Ульяновская область,58472,Июль
Выдача,ЮЛ,Резидент,ПФО,Ульяновская область,277556,Июль
Внесение,ФЛ,Нерезидент,ПФО,Чувашская Республика,,Июль
Выдача,ФЛ,Нерезидент,ПФО,Чувашская Республика,,Июль
Внесение,ФЛ,Резидент,ПФО,Чувашская Республика,97606,Июль
Выдача,ФЛ,Резидент,ПФО,Чувашская Республика,723229,Июль
Внесение,ЮЛ,Резидент,ПФО,Чувашская Республика,81278,Июль
Выдача,ЮЛ,Резидент,ПФО,Чувашская Республика,8714,Июль
Внесение,ФЛ,Нерезидент,СЗФО,Архангельская область,,Июль
Выдача,ФЛ,Нерезидент,СЗФО,Архангельская область,,Июль
Внесение,ФЛ,Резидент,СЗФО,Архангельская область,22079,Июль
Выдача,ФЛ,Резидент,СЗФО,Архангельская область,609078,Июль
Внесение,ЮЛ,Резидент,СЗФО,Архангельская область,124666,Июль
Выдача,ЮЛ,Резидент,СЗФО,Архангельская область,121688,Июль
Внесение,ФЛ,Нерезидент,СЗФО,Вологодская область,,Июль
Выдача,ФЛ,Нерезидент,СЗФО,Вологодская область,,Июль
Внесение,ФЛ,Резидент,СЗФО,Вологодская область,42238,Июль
Выдача,ФЛ,Резидент,СЗФО,Вологодская область,494534,Июль
Внесение,ЮЛ,Резидент,СЗФО,Вологодская область,953214,Июль
Выдача,ЮЛ,Резидент,СЗФО,Вологодская область,104640,Июль
Внесение,ФЛ,Нерезидент,СЗФО,Калининградская область,,Июль
Выдача,ФЛ,Нерезидент,СЗФО,Калининградская область,,Июль
Внесение,ФЛ,Резидент,СЗФО,Калининградская область,74568,Июль
Выдача,ФЛ,Резидент,СЗФО,Калининградская область,312188,Июль
Внесение,ЮЛ,Резидент,СЗФО,Калининградская область,255530,Июль
Выдача,ЮЛ,Резидент,СЗФО,Калининградская область,154069,Июль
Внесение,ФЛ,Нерезидент,СЗФО,Республика Карелия,,Июль
Выдача,ФЛ,Нерезидент,СЗФО,Республика Карелия,,Июль
Внесение,ФЛ,Резидент,СЗФО,Республика Карелия,17986,Июль
Выдача,ФЛ,Резидент,СЗФО,Республика Карелия,228738,Июль
Внесение,ЮЛ,Резидент,СЗФО,Республика Карелия,835405,Июль
Выдача,ЮЛ,Резидент,СЗФО,Республика Карелия,212608,Июль
Внесение,ФЛ,Нерезидент,СЗФО,Республика Коми,,Июль
Выдача,ФЛ,Нерезидент,СЗФО,Республика Коми,,Июль
Внесение,ФЛ,Резидент,СЗФО,Республика Коми,393610,Июль
Выдача,ФЛ,Резидент,СЗФО,Республика Коми,8759202,Июль
Внесение,ЮЛ,Резидент,СЗФО,Республика Коми,998290,Июль
Выдача,ЮЛ,Резидент,СЗФО,Республика Коми,112213,Июль
Внесение,ФЛ,Нерезидент,СЗФО,Ленинградская область,,Июль
Выдача,ФЛ,Нерезидент,СЗФО,Ленинградская область,,Июль
Внесение,ФЛ,Резидент,СЗФО,Ленинградская область,40095,Июль
Выдача,ФЛ,Резидент,СЗФО,Ленинградская область,5185780,Июль
Внесение,ЮЛ,Резидент,СЗФО,Ленинградская область,57496,Июль
Выдача,ЮЛ,Резидент,СЗФО,Ленинградская область,598607,Июль
Внесение,ФЛ,Нерезидент,СЗФО,Мурманская область,,Июль
Выдача,ФЛ,Нерезидент,СЗФО,Мурманская область,,Июль
Внесение,ФЛ,Резидент,СЗФО,Мурманская область,93457,Июль
Выдача,ФЛ,Резидент,СЗФО,Мурманская область,998653,Июль
Внесение,ЮЛ,Резидент,СЗФО,Мурманская область,60595,Июль
Выдача,ЮЛ,Резидент,СЗФО,Мурманская область,167709,Июль
Внесение,ФЛ,Нерезидент,СЗФО,Ненецкий авт.округ,,Июль
Выдача,ФЛ,Нерезидент,СЗФО,Ненецкий авт.округ,,Июль
Внесение,ФЛ,Резидент,СЗФО,Ненецкий авт.округ,71786,Июль
Выдача,ФЛ,Резидент,СЗФО,Ненецкий авт.округ,658117,Июль
Внесение,ЮЛ,Резидент,СЗФО,Ненецкий авт.округ,39811,Июль
Выдача,ЮЛ,Резидент,СЗФО,Ненецкий авт.округ,335745,Июль
Внесение,ФЛ,Нерезидент,СЗФО,Новгородская область,,Июль
Выдача,ФЛ,Нерезидент,СЗФО,Новгородская область,,Июль
Внесение,ФЛ,Резидент,СЗФО,Новгородская область,27689,Июль
Выдача,ФЛ,Резидент,СЗФО,Новгородская область,214395,Июль
Внесение,ЮЛ,Резидент,СЗФО,Новгородская область,96400,Июль
Выдача,ЮЛ,Резидент,СЗФО,Новгородская область,166425,Июль
Внесение,ФЛ,Нерезидент,СЗФО,Псковская область,,Июль
Выдача,ФЛ,Нерезидент,СЗФО,Псковская область,,Июль
Внесение,ФЛ,Резидент,СЗФО,Псковская область,54008,Июль
Выдача,ФЛ,Резидент,СЗФО,Псковская область,738575,Июль
Внесение,ЮЛ,Резидент,СЗФО,Псковская область,39130,Июль
Выдача,ЮЛ,Резидент,СЗФО,Псковская область,182876,Июль
Внесение,ФЛ,Нерезидент,СЗФО,Санкт-Петербург,,Июль
Выдача,ФЛ,Нерезидент,СЗФО,Санкт-Петербург,,Июль
Внесение,ФЛ,Резидент,СЗФО,Санкт-Петербург,23589,Июль
Выдача,ФЛ,Резидент,СЗФО,Санкт-Петербург,469716,Июль
Внесение,ЮЛ,Резидент,СЗФО,Санкт-Петербург,40496,Июль
Выдача,ЮЛ,Резидент,СЗФО,Санкт-Петербург,481109,Июль
Внесение,ФЛ,Нерезидент,СКФО,Республика Дагестан,,Июль
Выдача,ФЛ,Нерезидент,СКФО,Республика Дагестан,,Июль
Внесение,ФЛ,Резидент,СКФО,Республика Дагестан,1791,Июль
Выдача,ФЛ,Резидент,СКФО,Республика Дагестан,187812,Июль
Внесение,ЮЛ,Резидент,СКФО,Республика Дагестан,227130,Июль
Выдача,ЮЛ,Резидент,СКФО,Республика Дагестан,129725,Июль
Внесение,ФЛ,Нерезидент,СКФО,Кабардино-Балкарская Республика,191158,Июль
Выдача,ФЛ,Нерезидент,СКФО,Кабардино-Балкарская Республика,,Июль
Внесение,ФЛ,Резидент,СКФО,Кабардино-Балкарская Республика,30426,Июль
Выдача,ФЛ,Резидент,СКФО,Кабардино-Балкарская Республика,744839,Июль
Внесение,ЮЛ,Резидент,СКФО,Кабардино-Балкарская Республика,217942,Июль
Выдача,ЮЛ,Резидент,СКФО,Кабардино-Балкарская Республика,346250,Июль
Внесение,ФЛ,Нерезидент,СКФО,Карачаево-Черкесская Республика,,Июль
Выдача,ФЛ,Нерезидент,СКФО,Карачаево-Черкесская Республика,,Июль
Внесение,ФЛ,Резидент,СКФО,Карачаево-Черкесская Республика,52520,Июль
Выдача,ФЛ,Резидент,СКФО,Карачаево-Черкесская Республика,830368,Июль
Внесение,ЮЛ,Резидент,СКФО,Карачаево-Черкесская Республика,540478,Июль
Выдача,ЮЛ,Резидент,СКФО,Карачаево-Черкесская Республика,46449,Июль
Внесение,ФЛ,Нерезидент,СКФО,Республика Северная Осетия,,Июль
Выдача,ФЛ,Нерезидент,СКФО,Республика Северная Осетия,,Июль
Внесение,ФЛ,Резидент,СКФО,Республика Северная Осетия,586085,Июль
Выдача,ФЛ,Резидент,СКФО,Республика Северная Осетия,8612766,Июль
Внесение,ЮЛ,Резидент,СКФО,Республика Северная Осетия,875417,Июль
Выдача,ЮЛ,Резидент,СКФО,Республика Северная Осетия,331091,Июль
Внесение,ФЛ,Нерезидент,СКФО,Ставропольский край,,Июль
Выдача,ФЛ,Нерезидент,СКФО,Ставропольский край,,Июль
Внесение,ФЛ,Резидент,СКФО,Ставропольский край,65766,Июль
Выдача,ФЛ,Резидент,СКФО,Ставропольский край,6812061,Июль
Внесение,ЮЛ,Резидент,СКФО,Ставропольский край,16929,Июль
Выдача,ЮЛ,Резидент,СКФО,Ставропольский край,1655087,Июль
Внесение,ФЛ,Нерезидент,СФО,Республика Алтай,,Июль
Выдача,ФЛ,Нерезидент,СФО,Республика Алтай,,Июль
Внесение,ФЛ,Резидент,СФО,Республика Алтай,41983,Июль
Выдача,ФЛ,Резидент,СФО,Республика Алтай,888884,Июль
Внесение,ЮЛ,Резидент,СФО,Республика Алтай,284178,Июль
Выдача,ЮЛ,Резидент,СФО,Республика Алтай,267881,Июль
Внесение,ФЛ,Нерезидент,СФО,Алтайский край,,Июль
Выдача,ФЛ,Нерезидент,СФО,Алтайский край,,Июль
Внесение,ФЛ,Резидент,СФО,Алтайский край,83500,Июль
Выдача,ФЛ,Резидент,СФО,Алтайский край,925600,Июль
Внесение,ЮЛ,Резидент,СФО,Алтайский край,1512463,Июль
Выдача,ЮЛ,Резидент,СФО,Алтайский край,410748,Июль
Внесение,ФЛ,Нерезидент,СФО,Республика Бурятия,,Июль
Выдача,ФЛ,Нерезидент,СФО,Республика Бурятия,,Июль
Внесение,ФЛ,Резидент,СФО,Республика Бурятия,57560,Июль
Выдача,ФЛ,Резидент,СФО,Республика Бурятия,774775,Июль
Внесение,ЮЛ,Резидент,СФО,Республика Бурятия,507485,Июль
Выдача,ЮЛ,Резидент,СФО,Республика Бурятия,132954,Июль
Внесение,ФЛ,Нерезидент,СФО,Забайкальский край,,Июль
Выдача,ФЛ,Нерезидент,СФО,Забайкальский край,,Июль
Внесение,ФЛ,Резидент,СФО,Забайкальский край,65832,Июль
Выдача,ФЛ,Резидент,СФО,Забайкальский край,382408,Июль
Внесение,ЮЛ,Резидент,СФО,Забайкальский край,99450,Июль
Выдача,ЮЛ,Резидент,СФО,Забайкальский край,239250,Июль
Внесение,ФЛ,Нерезидент,СФО,Иркутская область,,Июль
Выдача,ФЛ,Нерезидент,СФО,Иркутская область,,Июль
Внесение,ФЛ,Резидент,СФО,Иркутская область,484255,Июль
Выдача,ФЛ,Резидент,СФО,Иркутская область,3869747,Июль
Внесение,ЮЛ,Резидент,СФО,Иркутская область,915209,Июль
Выдача,ЮЛ,Резидент,СФО,Иркутская область,10426,Июль
Внесение,ФЛ,Нерезидент,СФО,Кемеровская область,,Июль
Выдача,ФЛ,Нерезидент,СФО,Кемеровская область,,Июль
Внесение,ФЛ,Резидент,СФО,Кемеровская область,89691,Июль
Выдача,ФЛ,Резидент,СФО,Кемеровская область,1802884,Июль
Внесение,ЮЛ,Резидент,СФО,Кемеровская область,97304,Июль
Выдача,ЮЛ,Резидент,СФО,Кемеровская область,822882,Июль
Внесение,ФЛ,Нерезидент,СФО,Красноярский край,,Июль
Выдача,ФЛ,Нерезидент,СФО,Красноярский край,,Июль
Внесение,ФЛ,Резидент,СФО,Красноярский край,5847,Июль
Выдача,ФЛ,Резидент,СФО,Красноярский край,502168,Июль
Внесение,ЮЛ,Резидент,СФО,Красноярский край,64160,Июль
Выдача,ЮЛ,Резидент,СФО,Красноярский край,250431,Июль
Внесение,ФЛ,Нерезидент,СФО,Новосибирская область,,Июль
Выдача,ФЛ,Нерезидент,СФО,Новосибирская область,,Июль
Внесение,ФЛ,Резидент,СФО,Новосибирская область,37263,Июль
Выдача,ФЛ,Резидент,СФО,Новосибирская область,319046,Июль
Внесение,ЮЛ,Резидент,СФО,Новосибирская область,7635,Июль
Выдача,ЮЛ,Резидент,СФО,Новосибирская область,19096,Июль
Внесение,ФЛ,Нерезидент,СФО,Омская область,,Июль
Выдача,ФЛ,Нерезидент,СФО,Омская область,765549,Июль
Внесение,ФЛ,Резидент,СФО,Омская область,95250,Июль
Выдача,ФЛ,Резидент,СФО,Омская область,695077,Июль
Внесение,ЮЛ,Резидент,СФО,Омская область,31095,Июль
Выдача,ЮЛ,Резидент,СФО,Омская область,62772,Июль
Внесение,ФЛ,Нерезидент,СФО,Томская область,,Июль
Выдача,ФЛ,Нерезидент,СФО,Томская область,,Июль
Внесение,ФЛ,Резидент,СФО,Томская область,29577,Июль
Выдача,ФЛ,Резидент,СФО,Томская область,77597,Июль
Внесение,ЮЛ,Резидент,СФО,Томская область,31633,Июль
Выдача,ЮЛ,Резидент,СФО,Томская область,298862,Июль
Внесение,ФЛ,Нерезидент,СФО,Республика Тыва,,Июль
Выдача,ФЛ,Нерезидент,СФО,Республика Тыва,,Июль
Внесение,ФЛ,Резидент,СФО,Республика Тыва,48452,Июль
Выдача,ФЛ,Резидент,СФО,Республика Тыва,648472,Июль
Внесение,ЮЛ,Резидент,СФО,Республика Тыва,65285,Июль
Выдача,ЮЛ,Резидент,СФО,Республика Тыва,365780,Июль
Внесение,ФЛ,Нерезидент,СФО,Республика Хакасия,,Июль
Выдача,ФЛ,Нерезидент,СФО,Республика Хакасия,,Июль
Внесение,ФЛ,Резидент,СФО,Республика Хакасия,57302,Июль
Выдача,ФЛ,Резидент,СФО,Республика Хакасия,381425,Июль
Внесение,ЮЛ,Резидент,СФО,Республика Хакасия,20921,Июль
Выдача,ЮЛ,Резидент,СФО,Республика Хакасия,93653,Июль
Внесение,ФЛ,Нерезидент,УФО,Курганская область,,Июль
Выдача,ФЛ,Нерезидент,УФО,Курганская область,,Июль
Внесение,ФЛ,Резидент,УФО,Курганская область,60715,Июль
Выдача,ФЛ,Резидент,УФО,Курганская область,550247,Июль
Внесение,ЮЛ,Резидент,УФО,Курганская область,231315,Июль
Выдача,ЮЛ,Резидент,УФО,Курганская область,246456,Июль
Внесение,ФЛ,Нерезидент,УФО,Свердловская область,,Июль
Выдача,ФЛ,Нерезидент,УФО,Свердловская область,,Июль
Внесение,ФЛ,Резидент,УФО,Свердловская область,98340,Июль
Выдача,ФЛ,Резидент,УФО,Свердловская область,243396,Июль
Внесение,ЮЛ,Резидент,УФО,Свердловская область,1733463,Июль
Выдача,ЮЛ,Резидент,УФО,Свердловская область,246214,Июль
Внесение,ФЛ,Нерезидент,УФО,Тюменская область,,Июль
Выдача,ФЛ,Нерезидент,УФО,Тюменская область,,Июль
Внесение,ФЛ,Резидент,УФО,Тюменская область,13579,Июль
Выдача,ФЛ,Резидент,УФО,Тюменская область,958115,Июль
Внесение,ЮЛ,Резидент,УФО,Тюменская область,529363,Июль
Выдача,ЮЛ,Резидент,УФО,Тюменская область,426280,Июль
Внесение,ФЛ,Нерезидент,УФО,Ханты-мансийский авт.округ,,Июль
Выдача,ФЛ,Нерезидент,УФО,Ханты-мансийский авт.округ,,Июль
Внесение,ФЛ,Резидент,УФО,Ханты-мансийский авт.округ,40247,Июль
Выдача,ФЛ,Резидент,УФО,Ханты-мансийский авт.округ,94779,Июль
Внесение,ЮЛ,Резидент,УФО,Ханты-мансийский авт.округ,165257,Июль
Выдача,ЮЛ,Резидент,УФО,Ханты-мансийский авт.округ,364610,Июль
