operation,person,type,FO,region,amount,month
Внесение,ФЛ,Нерезидент,УФО,Челябинская область,,Июль
Выдача,ФЛ,Нерезидент,УФО,Челябинская область,,Июль
Внесение,ФЛ,Резидент,УФО,Челябинская область,389595,Июль
Выдача,ФЛ,Резидент,УФО,Челябинская область,5833073,Июль
Внесение,ЮЛ,Резидент,УФО,Челябинская область,387846,Июль
Выдача,ЮЛ,Резидент,УФО,Челябинская область,216251,Июль
Внесение,ФЛ,Нерезидент,УФО,Ямало-ненецкий авт.округ,,Июль
Выдача,ФЛ,Нерезидент,УФО,Ямало-ненецкий авт.округ,,Июль
Внесение,ФЛ,Резидент,УФО,Ямало-ненецкий авт.округ,27204,Июль
Выдача,ФЛ,Резидент,УФО,Ямало-ненецкий авт.округ,1908774,Июль
Внесение,ЮЛ,Резидент,УФО,Ямало-ненецкий авт.округ,50128,Июль
Выдача,ЮЛ,Резидент,УФО,Ямало-ненецкий авт.округ,952250,Июль
Внесение,ФЛ,Нерезидент,ЦФО,Белгородская область,,Июль
Выдача,ФЛ,Нерезидент,ЦФО,Белгородская область,,Июль
Внесение,ФЛ,Резидент,ЦФО,Белгородская область,24883,Июль
Выдача,ФЛ,Резидент,ЦФО,Белгородская область,283782,Июль
Внесение,ЮЛ,Резидент,ЦФО,Белгородская область,89810,Июль
Выдача,ЮЛ,Резидент,ЦФО,Белгородская область,224427,Июль
Внесение,ФЛ,Нерезидент,ЦФО,Брянская область,,Июль
Выдача,ФЛ,Нерезидент,ЦФО,Брянская область,,Июль
Внесение,ФЛ,Резидент,ЦФО,Брянская область,80594,Июль
Выдача,ФЛ,Резидент,ЦФО,Брянская область,946187,Июль
Внесение,ЮЛ,Резидент,ЦФО,Брянская область,1966646,Июль
Выдача,ЮЛ,Резидент,ЦФО,Брянская область,63108,Июль
Внесение,ФЛ,Нерезидент,ЦФО,Владимирская область,,Июль
Выдача,ФЛ,Нерезидент,ЦФО,Владимирская область,,Июль
Внесение,ФЛ,Резидент,ЦФО,Владимирская область,52953,Июль
Выдача,ФЛ,Резидент,ЦФО,Владимирская область,394649,Июль
Внесение,ЮЛ,Резидент,ЦФО,Владимирская область,295484,Июль
Выдача,ЮЛ,Резидент,ЦФО,Владимирская область,448900,Июль
Внесение,ФЛ,Нерезидент,ЦФО,Воронежская область,,Июль
Выдача,ФЛ,Нерезидент,ЦФО,Воронежская область,,Июль
Внесение,ФЛ,Резидент,ЦФО,Воронежская область,96027,Июль
Выдача,ФЛ,Резидент,ЦФО,Воронежская область,569660,Июль
Внесение,ЮЛ,Резидент,ЦФО,Воронежская область,416678,Июль
Выдача,ЮЛ,Резидент,ЦФО,Воронежская область,56613,Июль
Внесение,ФЛ,Нерезидент,ЦФО,Ивановская область,,Июль
Выдача,ФЛ,Нерезидент,ЦФО,Ивановская область,,Июль
Внесение,ФЛ,Резидент,ЦФО,Ивановская область,382284,Июль
Выдача,ФЛ,Резидент,ЦФО,Ивановская область,6340966,Июль
Внесение,ЮЛ,Резидент,ЦФО,Ивановская область,781098,Июль
Выдача,ЮЛ,Резидент,ЦФО,Ивановская область,90023,Июль
Внесение,ФЛ,Нерезидент,ЦФО,Калужская область,,Июль
Выдача,ФЛ,Нерезидент,ЦФО,Калужская область,,Июль
Внесение,ФЛ,Резидент,ЦФО,Калужская область,50006,Июль
Выдача,ФЛ,Резидент,ЦФО,Калужская область,8633612,Июль
Внесение,ЮЛ,Резидент,ЦФО,Калужская область,72538,Июль
Выдача,ЮЛ,Резидент,ЦФО,Калужская область,1174223,Июль
Внесение,ФЛ,Нерезидент,ЦФО,Костромская область,,Июль
Выдача,ФЛ,Нерезидент,ЦФО,Костромская область,,Июль
Внесение,ФЛ,Резидент,ЦФО,Костромская область,67239,Июль
Выдача,ФЛ,Резидент,ЦФО,Костромская область,73100,Июль
Внесение,ЮЛ,Резидент,ЦФО,Костромская область,80747,Июль
Выдача,ЮЛ,Резидент,ЦФО,Костромская область,318776,Июль
Внесение,ФЛ,Нерезидент,ЦФО,Курская область,744553,Июль
Выдача,ФЛ,Нерезидент,ЦФО,Курская область,,Июль
Внесение,ФЛ,Резидент,ЦФО,Курская область,29780,Июль
Выдача,ФЛ,Резидент,ЦФО,Курская область,706092,Июль
Внесение,ЮЛ,Резидент,ЦФО,Курская область,46493,Июль
Выдача,ЮЛ,Резидент,ЦФО,Курская область,274103,Июль
Внесение,ФЛ,Нерезидент,ЦФО,Липецкая область,,Июль
Выдача,ФЛ,Нерезидент,ЦФО,Липецкая область,,Июль
Внесение,ФЛ,Резидент,ЦФО,Липецкая область,90719,Июль
Выдача,ФЛ,Резидент,ЦФО,Липецкая область,843063,Июль
Внесение,ЮЛ,Резидент,ЦФО,Липецкая область,40867,Июль
Выдача,ЮЛ,Резидент,ЦФО,Липецкая область,411502,Июль
Внесение,ФЛ,Нерезидент,ЦФО,Москва,3636103,Июль
Выдача,ФЛ,Нерезидент,ЦФО,Москва,1291760,Июль
Внесение,ФЛ,Резидент,ЦФО,Москва,32800,Июль
Выдача,ФЛ,Резидент,ЦФО,Москва,6549062,Июль
Внесение,ЮЛ,Резидент,ЦФО,Москва,18583,Июль
Выдача,ЮЛ,Резидент,ЦФО,Москва,4059136,Июль
Внесение,ФЛ,Нерезидент,ЦФО,Московская область,,Июль
Выдача,ФЛ,Нерезидент,ЦФО,Московская область,,Июль
Внесение,ФЛ,Резидент,ЦФО,Московская область,68642,Июль
Выдача,ФЛ,Резидент,ЦФО,Московская область,523057,Июль
Внесение,ЮЛ,Резидент,ЦФО,Московская область,35810,Июль
Выдача,ЮЛ,Резидент,ЦФО,Московская область,242861,Июль
Внесение,ФЛ,Нерезидент,ЦФО,Орловская область,,Июль
Выдача,ФЛ,Нерезидент,ЦФО,Орловская область,,Июль
Внесение,ФЛ,Резидент,ЦФО,Орловская область,52470,Июль
Выдача,ФЛ,Резидент,ЦФО,Орловская область,700528,Июль
Внесение,ЮЛ,Резидент,ЦФО,Орловская область,56690,Июль
Выдача,ЮЛ,Резидент,ЦФО,Орловская область,209182,Июль
Внесение,ФЛ,Нерезидент,ЦФО,Рязанская область,,Июль
